Username,ProfileLink,DisplayName,Races,Points,Title,Team
cfe5c5250ab850d9c0caf47bb80b1914,https://www.nitromath.com/racer/cfe5c5250ab850d9c0caf47bb80b1914,biscuitplayz,63,1262,Nitro Dog,BAG
3c0295d8913c87d35b4e48912b2a13cf,https://www.nitromath.com/racer/3c0295d8913c87d35b4e48912b2a13cf,DOWNSiDE_UP,43,1240,Original Gangster,TCLIP
f097e64638c132ebe48b53544a457969,https://www.nitromath.com/racer/f097e64638c132ebe48b53544a457969,Jesus Is Him,61,1219,Original Gangster,X3
d9a5545b0bcaad9a163e8d772be31e84,https://www.nitromath.com/racer/d9a5545b0bcaad9a163e8d772be31e84,Bearer of the Curse,54,1219,Pro Pacer,IM2
fggdhfhrh,https://www.nitromath.com/racer/fggdhfhrh,fggdhfhrh,50,1205,3-2-1 GO!,DKC
9edcfa3d1244be4a4e4497af8e56d947,https://www.nitromath.com/racer/9edcfa3d1244be4a4e4497af8e56d947,bonanaweeeeeeeeweeee,46,1194,Santa’s Lil’ Helper,NFL
c015d6477d29db3baf640770df81d476,https://www.nitromath.com/racer/c015d6477d29db3baf640770df81d476,SNOW RIDER,70,1171,The ATM Machine,CC
nincalebgamez,https://www.nitromath.com/racer/nincalebgamez,⚡Nincaleb⚡,47,1166,PAC Contender,IM4
90f73e016a232f7891c06cf6d409bba9,https://www.nitromath.com/racer/90f73e016a232f7891c06cf6d409bba9,Nitro Hero,70,1160,Not a Bot,SHIP
destroyerhammer,https://www.nitromath.com/racer/destroyerhammer,Destroyerhammer,34,1154,Battle Beast,4MATH
itspickles,https://www.nitromath.com/racer/itspickles,Island In The Sun,35,1125,Happy Vibes :),PIGGY
bryan453678,https://www.nitromath.com/racer/bryan453678,Bryan f,45,1123,Pro Pacer,NFL
sammonq4,https://www.nitromath.com/racer/sammonq4,The Green Ninja,101,1121,Spring-a-round,4MATH
c2d365ed6ff5f199c3761e82754e5356,https://www.nitromath.com/racer/c2d365ed6ff5f199c3761e82754e5356,Mango Boy,144,1119,Spring-a-round,IM2
megalodono,https://www.nitromath.com/racer/megalodono,PrinceWarrior,259,1114,Tilted Typist,WL
fabio_wibmer,https://www.nitromath.com/racer/fabio_wibmer,Fabiolous Escape,38,1111,Problem Solver,ML
freebirdalt2,https://www.nitromath.com/racer/freebirdalt2,Nightfall Wolf,236,1101,Expert Extraordinaire,WOLVEZ
chengjunyestudent,https://www.nitromath.com/racer/chengjunyestudent,JYJYJY,62,1077,Learner Leader,4MATH
mark6k57348953,https://www.nitromath.com/racer/mark6k57348953,zestychipmunk,56,1073,Encore,DM8TE
09f298e18d19a90aed88c524923ce484,https://www.nitromath.com/racer/09f298e18d19a90aed88c524923ce484,Internet math,101,1070,Nitro Rich,IM2
texas_cowboy,https://www.nitromath.com/racer/texas_cowboy,Cowboy,37,1061,Taco Lover,SHIP
allaloneforever123,https://www.nitromath.com/racer/allaloneforever123,PrinceWarrior,280,1055,League Champion,WL
imastonecoldtyper,https://www.nitromath.com/racer/imastonecoldtyper,Internet Typer YT,25,1049,Celebrity,TR1
greysonj195,https://www.nitromath.com/racer/greysonj195,Sharkyy NT,41,1043,Turbo Tycoon,SHIP
ljgthegoat,https://www.nitromath.com/racer/ljgthegoat,God is Lord of Lords,44,1041,Champion Chaser,JDFU
kiwicar44,https://www.nitromath.com/racer/kiwicar44,-3clipse-,53,1037,Car Collector,A3
hpwalt,https://www.nitromath.com/racer/hpwalt,"Kings Crossing, ES",87,1031,Speed Demon,J4UP
487bd480876ab92f5bc8759f7892d344,https://www.nitromath.com/racer/487bd480876ab92f5bc8759f7892d344,The Mango Master,115,1024,I Love Cats,IM2
hearkenstedfast,https://www.nitromath.com/racer/hearkenstedfast,FireSpeed,47,991,Filthy Rich,TRUST
2078e59a18bb79fee08996ebc46d56cf,https://www.nitromath.com/racer/2078e59a18bb79fee08996ebc46d56cf,InventiveGreenCrawdad,49,981,Millionaire,T2WIN
demaurya,https://www.nitromath.com/racer/demaurya,PrinceWarriorxPC4,252,979,Tilted Typist,WL
2e3259e0b69e8fa6b94c93a68b1922a0,https://www.nitromath.com/racer/2e3259e0b69e8fa6b94c93a68b1922a0,ELASTIGIRL1,44,962,Filthy Rich,NMGDS
mermaid9898889,https://www.nitromath.com/racer/mermaid9898889,mermaid9898889,73,954,Tilted Typist,CC
cricketipl100,https://www.nitromath.com/racer/cricketipl100,-B_L_U_E_G_U_Y-,50,949,WPM Wonderkid,SHIP
8a629400a8fec07bb74569f97cc25790,https://www.nitromath.com/racer/8a629400a8fec07bb74569f97cc25790,userrrrrr,83,948,Yo,IM2
9348b57d63a4e8b3dd6e3fffe6d174dc,https://www.nitromath.com/racer/9348b57d63a4e8b3dd6e3fffe6d174dc,B0unded,32,940,Potaytoes,CF02
nono13thelad,https://www.nitromath.com/racer/nono13thelad,-AeroAlpha-,40,935,Sweaty Typer,J4UP
abdullahalamri,https://www.nitromath.com/racer/abdullahalamri,abdullahalamri,45,935,Filthy Rich,4MATH
damionclarkdj,https://www.nitromath.com/racer/damionclarkdj,dark_god21,40,927,Dragon Tamer,ERICK
b3283a1403ce6dc52ed0049e5f5f60a3,https://www.nitromath.com/racer/b3283a1403ce6dc52ed0049e5f5f60a3,Ghost Boy,40,916,Original Gangster,BEAST
oksskkswkakk,https://www.nitromath.com/racer/oksskkswkakk,Vee                                               ,128,910,Encore,A3
sideshow_2,https://www.nitromath.com/racer/sideshow_2,"Ray 1,5k",105,890,Where's the remote?,TCLIP
typingninja234,https://www.nitromath.com/racer/typingninja234,Gi-Hunplayer456,42,889,WPM Wonderkid,49ERSI
ljbob8,https://www.nitromath.com/racer/ljbob8,MrMcnugget,37,888,Millionaire,DRBZZZ
petecat45,https://www.nitromath.com/racer/petecat45,loooooooooooooongest,52,878,Endurance Racer,CF02
842825373c17ae11234ceacc011473a9,https://www.nitromath.com/racer/842825373c17ae11234ceacc011473a9,Football God,41,877,Yo,ETYPEC
6a6388ea5c8f1347760f9d1a97513472,https://www.nitromath.com/racer/6a6388ea5c8f1347760f9d1a97513472,Hudson is good,42,877,Spring-a-round,ETYPEC
8ff8a05d818e0186d0e154ea9ab88698,https://www.nitromath.com/racer/8ff8a05d818e0186d0e154ea9ab88698,bobcat king,42,873,The Smasher,BEAST
skycloud2000,https://www.nitromath.com/racer/skycloud2000,PrinceWarrior2000,219,871,Novice Navigator,WL
jlee824,https://www.nitromath.com/racer/jlee824,MASTER-DOG-2024,27,851,League Champion,FASZ
kingcalpal,https://www.nitromath.com/racer/kingcalpal,Firestar 1k,34,848,Original Gangster,LEGOLF
bbfc0363c3b2ff2fae18ac2784f04703,https://www.nitromath.com/racer/bbfc0363c3b2ff2fae18ac2784f04703,DazzlingYellowCondor,58,846,Raw Racing Recruit,LEGOLF
ninecatsare,https://www.nitromath.com/racer/ninecatsare,Basketbalcamp99pines,47,841,3-2-1 GO!,JDFU
fc7744a52fe2bc52a1767dcd1eedab71,https://www.nitromath.com/racer/fc7744a52fe2bc52a1767dcd1eedab71,PLS GOLD,81,832,Nitro Rich,4MATH
b3e5379b3747891a99176d5056759e65,https://www.nitromath.com/racer/b3e5379b3747891a99176d5056759e65,CocoKola,41,829,Novice Navigator,BAG
40f0f38f4d2e8a56a7f10cde2683c417,https://www.nitromath.com/racer/40f0f38f4d2e8a56a7f10cde2683c417,navy and lake,41,821,Epic Engager,JLFU
c0cee6afad929a100d112ec81bf93ff0,https://www.nitromath.com/racer/c0cee6afad929a100d112ec81bf93ff0,Penguinlegion27,70,820,Auto Avenger,CC
b0118fd8c2a8f90ae16ce5cc34e46d1a,https://www.nitromath.com/racer/b0118fd8c2a8f90ae16ce5cc34e46d1a,Adam the WINNNNER 7,37,818,Filthy Rich,TOSONT
6b99d68cdc3043312cca2fdbc814d061,https://www.nitromath.com/racer/6b99d68cdc3043312cca2fdbc814d061,LJCCCCCCC,44,813,Pro Pacer,R3M1X
glvnitro,https://www.nitromath.com/racer/glvnitro,-_-Winn3r-_-,29,810,Nitro Rich,NITR0
ashaztheking,https://www.nitromath.com/racer/ashaztheking,Ashaztheking,44,804,Nitro Rich,IM2
sammonq6,https://www.nitromath.com/racer/sammonq6,Elicool200,30,802,Gear Grinder,4MATH
boogewyler,https://www.nitromath.com/racer/boogewyler,i love jesus,29,789,The Prankster,JE4US
ishan1234567890987,https://www.nitromath.com/racer/ishan1234567890987,ishan1234567890987,46,773,Raw Racing Recruit,COBRAS
me_say_hi_to_u,https://www.nitromath.com/racer/me_say_hi_to_u,i_said_hi,31,767,Yo,CONM
specialpurple,https://www.nitromath.com/racer/specialpurple,Draky ya,42,743,The Smasher,R3M1X
780b809a2c2059ddd6baaa90fb04432c,https://www.nitromath.com/racer/780b809a2c2059ddd6baaa90fb04432c,Sbc Landon,26,740,2022 Grad,T2WIN
01bcc129c5432fdd901f4014be9df15b,https://www.nitromath.com/racer/01bcc129c5432fdd901f4014be9df15b,Gru Armaando,29,736,Encore,BOB151
86202985362c50574498dfe379795b38,https://www.nitromath.com/racer/86202985362c50574498dfe379795b38,"AFTERNOON, PROJECT,",31,727,Millionaire,HIM32
b748aef7c248dece91a7e07a4e978e46,https://www.nitromath.com/racer/b748aef7c248dece91a7e07a4e978e46,CreativeLimeKoala,39,698,Olde School,CC
ad53e655b11c01ab087147129c0fd319,https://www.nitromath.com/racer/ad53e655b11c01ab087147129c0fd319,IndigoMaroonBonobo,32,696,Filthy Rich,SAVVEE
lucaszelazowski,https://www.nitromath.com/racer/lucaszelazowski,GottaGoFaster,32,693,Nitro Rich,TOSONT
superwolf006,https://www.nitromath.com/racer/superwolf006,superwolf006,32,692,Master Motorist,CC
cdruss,https://www.nitromath.com/racer/cdruss,cdruss,27,682,Legendary Lapper,4MATH
9a00d7ac76ad6d607b9d678b952943cc,https://www.nitromath.com/racer/9a00d7ac76ad6d607b9d678b952943cc,MVP JOKIC,32,677,Not a Bot,BOB151
f4fc7f59242ed2564d1c1feb170d9d72,https://www.nitromath.com/racer/f4fc7f59242ed2564d1c1feb170d9d72,silversniperwolf,33,676,Not a Bot,CF02
jyaperez07,https://www.nitromath.com/racer/jyaperez07,jyaperez07,40,672,Epic Word Skippage,WL
vrooom16,https://www.nitromath.com/racer/vrooom16,Magellan,36,672,Fleet Admiral,DKC
ike_fan,https://www.nitromath.com/racer/ike_fan,A W E S O M E,33,671,Nitro Rich,SHIP
bryansniketec,https://www.nitromath.com/racer/bryansniketec,ChartreuseCyanCattle,40,661,Raw Racing Recruit,NFL881
dfe49df5d8b8b8aa9094dcd2d2137c8c,https://www.nitromath.com/racer/dfe49df5d8b8b8aa9094dcd2d2137c8c,KingKumba1993,23,656,Top Tier,GRIFF
jayce67,https://www.nitromath.com/racer/jayce67,Emperor Jaguar,25,655,Need 4 Speed,LEGOLF
radioshock,https://www.nitromath.com/racer/radioshock,XCelior,24,655,First Trimester,12312B
168da585b9ada62c312d01d17c185838,https://www.nitromath.com/racer/168da585b9ada62c312d01d17c185838,sonictheheghog,31,652,Mystery Man,MATH
e184dfe4e97ea142d716c270de108540,https://www.nitromath.com/racer/e184dfe4e97ea142d716c270de108540,Yonaz_DoesMath,30,644,Raw Racing Recruit,T2WIN
vihudonth,https://www.nitromath.com/racer/vihudonth,BestVihuDonth,35,642,Nitro Rich,CC
856b404da18da77d3739167093f4af4c,https://www.nitromath.com/racer/856b404da18da77d3739167093f4af4c,can you say cwosont,28,639,Mystery Man,CC
nuruddeen,https://www.nitromath.com/racer/nuruddeen,-_-polar-_-,26,636,Nitro Rich,A3
419140208935803d64e96876a8fffa24,https://www.nitromath.com/racer/419140208935803d64e96876a8fffa24,Boys rule,33,633,Mystery Man,NFL
brother_hok,https://www.nitromath.com/racer/brother_hok,brother_hok,31,626,Filthy Rich,BAG
dn3423,https://www.nitromath.com/racer/dn3423,dn3423,26,623,Rudolph Racing,JE4US
0ba0b15e4e6ceef7415a049fbf33e746,https://www.nitromath.com/racer/0ba0b15e4e6ceef7415a049fbf33e746,Patrick mahomes,61,612,Filthy Rich,ML
8a964541dafc9c18da2deb18487d6cb2,https://www.nitromath.com/racer/8a964541dafc9c18da2deb18487d6cb2,ohh yeahhh,28,607,Original Gangster,HIM32
jaguar377,https://www.nitromath.com/racer/jaguar377,Celebrimbor,27,604,Endurance Racer,SHIP
ily2thestars,https://www.nitromath.com/racer/ily2thestars,iiloveyouu X3,21,602,Sp3llchekcer,X3
b21839f9106d7e22303fcb1df43d7897,https://www.nitromath.com/racer/b21839f9106d7e22303fcb1df43d7897,goatbest124 sos,27,600,Where's the remote?,CC
9b9196229a7e9a0036186fe65271235f,https://www.nitromath.com/racer/9b9196229a7e9a0036186fe65271235f,Brace for impact,22,596,Expert Extraordinaire,CRAZZZ
toeagle2114,https://www.nitromath.com/racer/toeagle2114,Curryisthegoat,32,595,Raw Racing Recruit,JLFU
64915ce4220c274aaacf8fa677d97db4,https://www.nitromath.com/racer/64915ce4220c274aaacf8fa677d97db4,Shaquille oatmealisw,28,593,I Hate Words,SERVNT
2fc35cc676f274c5b78d720e22fa2161,https://www.nitromath.com/racer/2fc35cc676f274c5b78d720e22fa2161,ROBLOX,27,586,Millionaire,ALSLUG
mrbeastisgodforever,https://www.nitromath.com/racer/mrbeastisgodforever,mrbeastisgodforever,33,584,Encore,TOSONT
47cf6c7952a621f6a846a5e4ee6197ee,https://www.nitromath.com/racer/47cf6c7952a621f6a846a5e4ee6197ee,OutgoingOliveOrca,28,578,Ninja,T2WIN
dannykel,https://www.nitromath.com/racer/dannykel,Rigid2k,23,572,Master Motorist,FASZ
a8f01e87dfaea5d8006f19ffbc4c110a,https://www.nitromath.com/racer/a8f01e87dfaea5d8006f19ffbc4c110a,"FLO-RIDA,KL,jC,CATS",43,569,Spring-a-round,TOSONT
elhispano777,https://www.nitromath.com/racer/elhispano777,J_2max,27,569,Master Motorist,SERVNT
